comparison_id,case_id,baseline_layout_name,refined_layout_name,baseline_n_turbines,refined_n_turbines,delta_n_turbines,baseline_installed_capacity_mw,refined_installed_capacity_mw,delta_installed_capacity_mw,n_retained,n_moved,n_removed,n_added,max_movement_distance_m,mean_movement_distance_m_for_moved,baseline_min_nearest_spacing_m,refined_min_nearest_spacing_m,baseline_mean_nearest_spacing_m,refined_mean_nearest_spacing_m
baseline_vs_fid_7,fid_7,baseline_aligned,layout_fid7_10t_candidate,12,10,-2,50.40000000000001,42.00000000000001,-8.400000000000006,0,10,2,0,8537.25418386966,7941.438553261493,680.2367235014588,504.9138540384884,680.2367235014589,614.8378987252715
