comparison_id,case_id,baseline_reference_case_id,baseline_layout_name,case_layout_name,resource_site_name,baseline_num_turbines,case_num_turbines,delta_num_turbines,baseline_installed_capacity_mw,case_installed_capacity_mw,delta_installed_capacity_mw,pct_change_installed_capacity_mw,baseline_gross_aep_gwh,case_gross_aep_gwh,delta_gross_aep_gwh,pct_change_gross_aep_gwh,baseline_net_aep_gwh,case_net_aep_gwh,delta_net_aep_gwh,pct_change_net_aep_gwh,baseline_wake_loss_gwh,case_wake_loss_gwh,delta_wake_loss_gwh,pct_change_wake_loss_gwh,baseline_wake_loss_pct,case_wake_loss_pct,delta_wake_loss_pct,abs_delta_wake_loss_pct,baseline_gross_capacity_factor,case_gross_capacity_factor,delta_gross_capacity_factor,baseline_net_capacity_factor,case_net_capacity_factor,delta_net_capacity_factor,baseline_net_aep_per_mw,case_net_aep_per_mw,delta_net_aep_per_mw,baseline_net_aep_per_turbine,case_net_aep_per_turbine,delta_net_aep_per_turbine,source_case_farm_summary,source_case_run_metadata
baseline_vs_fid_7_performance,fid_7,baseline_noj,baseline_aligned,layout_fid7_10t_candidate_v2,galway,12,10,-2,50.40000000000001,42.00000000000001,-8.400000000000006,-16.666666666666675,138.9329849729473,115.77748747745608,-23.155497495491232,-16.666666666666675,132.2562316841797,109.73662524073248,-22.51960644344723,-17.027255469687624,6.6767532887676,6.040862236723598,-0.635891052044002,-9.523956098748936,4.805736585928591,5.217648411915883,0.4119118259872918,0.4119118259872918,0.3146811466554035,0.3146811466554035,0.0,0.2995583996615651,0.2982621908043391,-0.0012962088572260333,2.624131581035311,2.612776791446011,-0.01135478958930003,11.02135264034831,10.973662524073248,-0.04769011627506181,outputs/wake/selected_cases/fid_7/farm_summary.csv,outputs/wake/selected_cases/fid_7/run_metadata.json
