model,site_name,layout_name,num_turbines,installed_capacity_mw,gross_aep_gwh,net_aep_gwh,wake_loss_gwh,wake_loss_pct,gross_capacity_factor,net_capacity_factor,availability_loss_applied,electrical_loss_applied
NOJ,fid_8,layout_fid7_11t_candidate,11,46.20000000000001,127.35523622520168,119.00465271219124,8.350583513010434,6.5569220084866675,0.31468114665540353,0.2940477492937971,False,False
