fid,name,area_m2,area_ha,perimeter_m,site_status,source_layer,layout_area_layer,baseline_layout_reference,turbine_model,rated_power_mw,hub_height_m,rotor_diameter_m,baseline_spacing_basis,baseline_turbine_count,baseline_capacity_mw,baseline_case_role,parcel_shape_class,shape_confidence,likely_layout_axis,likely_access_side,dominant_dir_1,dominant_dir_1_pct,dominant_dir_2,dominant_dir_2_pct,top2_directional_share_pct,key_constraints_comment,development_opportunity,development_limitation,study_role,status,notes
7,selected_site,3545460.932,354.5460932,18933.84152,selected_for_optimisation,constraint_suitability_singleparts.gpkg,fid_7_layout_area.gpkg,layout_fid_7_aligned.csv,Vestas V136-4.2 MW,4.2,112,136,5D x 7D,12,50.4,Unconstrained resource-led benchmark retained for comparison only,irregular_contiguous,high,NW-SE rows with greater SW-NE wake spacing,northwest_or_west,SW,10.747,WSW,10.584,21.331,Watercourses internal slope pockets and constrained parcel edges favour adaptive staggered parcel-fitted layout design rather than a rigid uniform grid,Large contiguous central parcel with realistic potential for first-phase constrained turbine placement and reduced parcel fragmentation relative to smaller surrounding suitable areas,Parcel shape is irregular and constrained by water slope ecology and edge effects; nearby smaller parcels are disconnected and excluded from first-pass optimisation,primary constrained parcel assessment,active,Fid_7 is the preferred first parcel for constrained layout development; baseline 12-turbine case remains a fixed benchmark and this parcel will be assessed for feasible turbine capacity before considering additional parcels to recover benchmark project scale
