case_id,layout_name,source_layout_csv,output_dir,num_turbines,installed_capacity_mw,gross_aep_gwh,net_aep_gwh,wake_loss_gwh,wake_loss_pct,gross_capacity_factor,net_capacity_factor
fid_7,layout_fid7_10t_candidate,data/optimisation/fid_7/selected_layout/layout_fid_7_aligned.csv,outputs/wake/selected_cases/fid_7,10,42.00000000000001,115.77748747745608,109.6108846924969,6.166602784959181,5.326253764282049,0.3146811466554035,0.29792043023618414
