model,site_name,layout_name,num_turbines,installed_capacity_mw,gross_aep_gwh,net_aep_gwh,wake_loss_gwh,wake_loss_pct,gross_capacity_factor,net_capacity_factor,availability_loss_applied,electrical_loss_applied
NOJ,fid_7,layout_multisite_12t_candidate_d,12,50.40000000000001,138.9329849729473,131.6105907857203,7.322394187227019,5.2704504899630695,0.3146811466554035,0.29809603261968237,False,False
