model,site_name,layout_name,num_turbines,installed_capacity_mw,gross_aep_gwh,net_aep_gwh,wake_loss_gwh,wake_loss_pct,gross_capacity_factor,net_capacity_factor,availability_loss_applied,electrical_loss_applied
NOJ,fid_7,layout_multisite_12t_candidate_a,12,50.40000000000001,138.9329849729473,130.59477374774056,8.338211225206749,6.001606621228461,0.3146811466554035,0.2957952221219752,False,False
