wd_deg,gross_aep_gwh,net_aep_gwh,wake_loss_gwh,wake_loss_pct
0.0,5.817841637804853,5.5484114260349084,0.2694302117699445,4.631102538425299
22.5,4.721487928133611,4.242794462185994,0.4786934659476163,10.138614632375907
45.0,3.7955920390473086,3.6051900920314828,0.1904019470158258,5.016396521466426
67.5,4.052247280268936,3.814899875648288,0.2373474046206483,5.857179688325837
90.0,4.687590066085472,4.333985317244669,0.3536047488408034,7.543423035199253
112.5,5.316153279492396,4.950279475651424,0.3658738038409721,6.882303511683301
135.0,6.373766575394334,6.0299829601699395,0.34378361522439427,5.393727730029476
157.5,7.233803761072814,6.753875642470571,0.4799281186022428,6.63451946519305
180.0,8.402795746561488,8.019407692863979,0.3833880536975087,4.562624931760303
202.5,11.419705468845853,10.232578407276044,1.187127061569809,10.395426263912109
225.0,13.686988184694213,13.059070055142628,0.6279181295515848,4.587701261069024
247.5,13.479726971028462,12.631031306389945,0.8486956646385178,6.296089427201246
270.0,12.359160502751404,11.495645521729498,0.8635149810219058,6.986841710079497
292.5,10.502526172857632,9.731369317794652,0.7711568550629799,7.34258446368771
315.0,8.587781222309909,8.097035096397839,0.4907461259120698,5.714469351375381
337.5,6.918069388853013,6.459096063159372,0.45897332569364124,6.634413445363506
