wd_deg,probability
0.0,0.04568199793149601
22.5,0.03707337105311189
45.0,0.029803187929670863
67.5,0.03181845835614772
90.0,0.03680720326093569
112.5,0.041742714607288435
135.0,0.0500471497231855
157.5,0.056800206850398494
180.0,0.06597919328344588
202.5,0.0896681267871266
225.0,0.10747094968668248
247.5,0.10584352375737666
270.0,0.09704477702743809
292.5,0.08246638681024518
315.0,0.06743170894932166
337.5,0.05432104398612886
