layout_name,site,n_turbines,turbine_model,hub_height_m,rotor_diameter_m,rated_power_mw,installed_capacity_mw,min_easting_m,max_easting_m,min_northing_m,max_northing_m,centroid_easting_m,centroid_northing_m,min_nearest_spacing_m,mean_nearest_spacing_m,min_nearest_spacing_D,mean_nearest_spacing_D,short_spacing_m,long_spacing_m,short_spacing_D,long_spacing_D
baseline_aligned,baseline,12,Vestas V136-4.2 MW,112.0,136.0,4.2,50.400000000000006,447270.0,450251.0,5926136.0,5929117.0,448760.5,5927626.5,680.2367235014588,680.2367235014589,5.0017406139813145,5.001740613981315,680.2367235014588,951.7657274770929,5.0017406139813145,6.998277407919801
