source_layout_csv,case_id,layout_name,turbine_model,hub_height_m,rotor_diameter_m,rated_power_mw,n_turbines,installed_capacity_mw,min_pairwise_spacing_m,mean_pairwise_spacing_m,max_pairwise_spacing_m,min_nearest_spacing_m,mean_nearest_spacing_m,max_nearest_spacing_m,min_pairwise_spacing_D,mean_pairwise_spacing_D,max_pairwise_spacing_D,min_nearest_spacing_D,mean_nearest_spacing_D,max_nearest_spacing_D
data/optimisation/fid_7/candidate_layouts/layout_fid7_10t_candidate.csv,fid_7,layout_fid7_10t_candidate,Vestas V136-4.2 MW,112.0,136.0,4.2,10,42.0,504.9138540384884,1350.0130594263492,2602.830766684611,504.9138540384884,614.8378987252715,794.4589353767758,3.712601867930062,9.92656661342904,19.138461519739785,3.712601867930062,4.520866902391702,5.841609818946881
data/optimisation/fid_7/candidate_layouts/layout_fid7_11t_candidate.csv,fid_7,layout_fid7_11t_candidate,Vestas V136-4.2 MW,112.0,136.0,4.2,11,46.2,478.740012950662,1282.1013488505662,2602.830766684611,478.740012950662,563.9173178087825,794.4589353767758,3.5201471540489853,9.427215800371808,19.138461519739785,3.5201471540489853,4.1464508662410475,5.841609818946881
data/optimisation/fid_7/candidate_layouts/layout_fid7_12t_candidate.csv,fid_7,layout_fid7_12t_candidate,Vestas V136-4.2 MW,112.0,136.0,4.2,12,50.400000000000006,451.7167253932491,1253.6463235268843,2602.830766684611,451.7167253932491,525.7519194985529,734.842159922796,3.3214465102444786,9.217987672991795,19.138461519739785,3.3214465102444786,3.8658229374893587,5.403251175902912
data/optimisation/fid_7/candidate_layouts/layout_fid7_5t_candidate.csv,fid_7,layout_fid7_5t_candidate,Vestas V136-4.2 MW,112.0,136.0,4.2,5,21.0,744.5266952903704,1288.8133620458614,2292.2779063630132,744.5266952903704,880.8240527795248,1082.2957082054793,5.474460994782135,9.47656883857251,16.85498460561039,5.474460994782135,6.476647446908271,7.958056677981466
data/optimisation/fid_7/candidate_layouts/layout_fid7_6t_candidate.csv,fid_7,layout_fid7_6t_candidate,Vestas V136-4.2 MW,112.0,136.0,4.2,6,25.200000000000003,569.2451141643642,1132.4645386148054,2292.2779063630132,569.2451141643642,696.2281188578877,1057.1707525277077,4.185625839443854,8.32694513687357,16.85498460561039,4.185625839443854,5.119324403366821,7.7733143568213805
data/optimisation/fid_7/candidate_layouts/layout_fid7_7t_candidate.csv,fid_7,layout_fid7_7t_candidate,Vestas V136-4.2 MW,112.0,136.0,4.2,7,29.400000000000002,747.1010641138186,1399.610861415468,2602.830766684611,747.1010641138186,794.263153934516,938.9893503123451,5.493390177307489,10.291256333937264,19.138461519739785,5.493390177307489,5.8401702495185015,6.904333458179008
data/optimisation/fid_7/candidate_layouts/layout_fid7_8t_candidate.csv,fid_7,layout_fid7_8t_candidate,Vestas V136-4.2 MW,112.0,136.0,4.2,8,33.6,611.4981602588841,1315.5984417208708,2602.830766684611,611.4981602588841,733.2191863048798,938.9893503123451,4.496310001903559,9.673517953829933,19.138461519739785,4.496310001903559,5.39131754635941,6.904333458179008
data/optimisation/fid_7/candidate_layouts/layout_fid7_9t_candidate.csv,fid_7,layout_fid7_9t_candidate,Vestas V136-4.2 MW,112.0,136.0,4.2,9,37.800000000000004,523.8291706272189,1289.9507076803993,2602.830766684611,523.8291706272189,675.2822921653426,938.9893503123451,3.8516850781413154,9.484931674120583,19.138461519739785,3.8516850781413154,4.965310971803991,6.904333458179008
