turbine_id,easting_m,northing_m,hub_height_m,rotor_diameter_m,rated_power_mw,turbine_model,site,layout_name,gross_aep_gwh,net_aep_gwh,wake_loss_gwh,wake_loss_pct,capacity_factor_net
T12,447335,5934626,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,11.241831399674716,0.33591734807089324,2.901404715111841,0.3055509730287757
T11,447112,5935079,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,11.148964969800502,0.4287837779451067,3.703516005463484,0.30302688002284467
T07,447614,5936185,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.943965043128692,0.633783704616917,5.47415320910575,0.29745501856731604
T03,448112,5936804,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.84584828911823,0.7319004586273792,6.321612902248315,0.29478822268749266
T06,449104,5935241,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.827212082218276,0.7505366655273331,6.482578624566161,0.2942816939067807
T10,447825,5935427,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.751913151507916,0.8258355962376935,7.1329548967669405,0.2922350823958446
T08,448416,5935270,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.72393424260145,0.8538145051441592,7.374615944316566,0.291474620640396
T01,449133,5936508,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.66047524345692,0.9172735042886888,7.9227276759421645,0.2897498163583638
T02,449226,5935776,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.470597920600255,1.1071508271453538,9.562747052711224,0.2845889845781761
T09,447999,5935873,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.330799287218163,1.2469494605274463,10.770223881134484,0.28078928264889547
T05,448400,5936456,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.294555368789124,1.2831933789564847,11.083271946166088,0.27980417940827146
T04,448712,5935877,112.0,136.0,4.2,Vestas V136-4.2 MW,fid_45,layout_fid7_12t_candidate,11.57774874774561,10.190886831648061,1.3868619160975477,11.978683821132273,0.27698648705283924
