reference_case_id,model,site_name,layout_name,num_turbines,installed_capacity_mw,gross_aep_gwh,net_aep_gwh,wake_loss_gwh,wake_loss_pct,gross_capacity_factor,net_capacity_factor,availability_loss_applied,electrical_loss_applied,source_farm_summary,source_flow_case_summary,source_turbine_summary,peak_direction_wake_loss_pct,peak_direction_wake_loss_wd_deg,min_direction_wake_loss_pct,mean_turbine_wake_loss_pct,max_turbine_wake_loss_pct,worst_turbine_id,min_turbine_wake_loss_pct,best_turbine_id,mean_turbine_net_capacity_factor,notes
baseline_noj,NOJ,baseline,baseline_aligned,12,50.40000000000001,138.9329849729473,132.2562316841797,6.6767532887676,4.8057365859285905,0.3146811466554035,0.29955839966156517,False,False,outputs/wake/baseline_noj/farm_summary.csv,outputs/wake/baseline_noj/flow_case_summary.csv,outputs/wake/baseline_noj/turbine_summary.csv,16.457874,315.0,0.000000,4.805737,7.365744,T05,2.234504,T12,0.299558,Benchmark resource-led 12-turbine baseline retained as fixed comparison case for later parcel-constrained layout assessment.
